Codigo,Descricao,Referencias
B582,Meningoencefalite por Toxoplasma,G05.2*
B583,Toxoplasmose pulmonar,J17.3*
B588,Toxoplasmose com comprometimento de outros órgãos,
B589,Toxoplasmose não especificada,
B59,Pneumocistose,J17.3*
B600,Babesiose,
B601,Acantamebíase,
B602,Naegleríase,
B608,Outras doenças especificadas devidas a protozoários,
B64,Doença não especificada devida a protozoários,
B650,Esquistossomose devida ao Schistosoma haematobium [esquistossomose urinária],
B651,Esquistossomose devida ao Schistosoma mansoni [esquistossomose intestinal],
B652,Esquistossomose devida ao Schistosoma japonicum,
B653,Dermatite por cercárias,NA
B658,Outras esquistossomoses,NA
B659,Esquistossomose não especificada,NA
B660,Opistorquíase,NA
B661,Clonorquíase,NA
B662,Dicrocelíase,NA
B663,Fasciolíase,NA
B664,Paragonimíase,NA
B665,Fasciolopsíase,NA
B668,Outras infestações por trematódeos especificados,NA
B669,Infecção não especificada por trematódeo,NA
B670,Infestação hepática por Echinococcus granulosus,NA
B671,Infestação pulmonar por Echinococcus granulosus,NA
B672,Infestação óssea por Echinococcus granulosus,NA
B673,"Infestações por Echinmococcus granulosus, outras e de localizações múltiplas",NA
B674,Infestação não especificada por Echinococcus granulosus,NA
B675,Infestação hepática por Echinococcus multilocularis,NA
B676,"Infecções por Echinococcus multilocularis, outras e de localizações múltiplas",NA
B677,Infestação não especificada por Echinococcus multilocularis,NA
B678,"Infestação hepática não especificada, por Echinococcus",NA
B679,"Infestações por Echinococcus, outras e as não especificadas",NA
B680,Infestação por Taenia solium,NA
B681,Infestação por Taenia saginata,NA
B689,Infestação não especificada por Taenia,NA
B690,Cisticercose do sistema nervoso central,NA
B691,Cisticercose do olho,NA
B698,Cisticercose de outras localizações,NA
B699,Cisticercose não especificada,NA
B700,Difilobotríase,NA
B701,Esparganose,NA
B710,Infestação por Hymenolepis,NA
B711,Infestação por Dipylidium,NA
B718,Outras infestações especificadas por cestóides,NA
B719,Infestação não especificada por cestóides,NA
B72,Dracontíase,NA
B73,Oncocercose,NA
B740,Filariose por Wuchereria bancrofti,NA
B741,Filariose por Brugia malayi,NA
B742,Filariose por Brugia timori,NA
B743,Loaíase,NA
B744,Mansonelose,NA
B748,Outras filarioses,NA
B749,Filariose não especificada,NA
B75,Triquinose,NA
B760,Ancilostomose,NA
B761,Necatoríase,NA
B768,Outras ancilostomíases,NA
B769,Ancilostomíase não especificada,NA
B770,Ascaridíase com complicações intestinais,NA
B778,Ascaridíase com outras complicações,NA
B779,Ascaridíase não especificada,NA
B780,Estrongiloidíase intestinal,NA
B781,Estrongiloidíase cutânea,NA
B787,Estrongiloidíase disseminada,NA
B789,Estrongiloidíase não especificada,NA
B79,Tricuríase,NA
B80,Oxiuríase,NA
B810,Anisaquíase,NA
B811,Capilaríase intestinal,NA
B812,Tricostrongilose,NA
B813,Angiostrongilíase intestinal,NA
B814,Helmintíases intestinais mistas,NA
B818,Outras helmintíases intestinais especificadas,NA
B820,Helmintíase intestinal não especificada,NA
B829,Parasitose intestinal não especificada,NA
B830,Larva migrans visceral,NA
B831,Gnatostomíase,NA
B832,Angrostrongilíase devida a Parastrongylus cantonensis,NA
B833,Singamose,NA
B834,Hirudiníase interna,NA
B838,Outras helmintíases especificadas,NA
B839,Helmintíase não especificada,NA
B850,Pediculose devida a Pediculus humanus capitis,NA
B851,Pediculose devida a Pediculus humanus corporis,NA
B852,Pediculose não especificada,NA
B853,Ftiríase,NA
B854,Pediculose e ftiríase mista,NA
B86,Escabiose [sarna],NA
B870,Miíase cutânea,NA
B871,Miíase das feridas,NA
B872,Miíase ocular,NA
B873,Miíase nasofaríngea,NA
B874,Miíase auricular,NA
B878,Miíase de outras localizações,NA
B879,Miíase não especificada,NA
B880,Outras acaríases,NA
B881,Tungíase [infestação pela pulga da areia],NA
B882,Outras infestações por artrópodos,NA
B883,Hirudiníase externa,NA
B888,Outras infestações especificadas,NA
B889,Infestação não especificada,NA
B89,Doença parasitária não especificada,NA
B900,Seqüelas de tuberculose do sistema nervoso central,NA
B901,Seqüelas de tuberculose geniturinária,NA
B902,Seqüelas de tuberculose óssea e das articulações,NA
B908,Seqüelas de tuberculose de outros órgãos,NA
B909,Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados,NA
B91,Seqüelas de poliomielite,NA
B92,Seqüelas de hanseníase [lepra],NA
B940,Seqüelas de tracoma,NA
B941,Seqüelas de encefalite viral,NA
B942,Seqüelas de hepatite viral,NA
B948,Seqüelas de outras doenças infecciosas e parasitárias especificadas,NA
B949,Seqüelas de doença infecciosa ou parasitária não especificada,NA
B950,"Estreptococo do grupo A, como causa de doenças classificadas em outros capítulos",NA
B951,"Estreptococo do grupo B, como causa de doenças classificadas em outros capítulos",NA
B952,"Estreptococo do grupo D, como causa de doenças classificadas em outros capítulos",NA
B953,"Streptococcus pneumoniae, como causa de doenças classificadas em outros capítulos",NA
B954,"Outros estreptococos, como causa de doenças classificadas em outros capítulos",NA
B955,"Estreptococo não especificado, como causa de doenças classificadas em outros capítulos",NA
B956,"Staphylococcus aureus, como causa de doenças classificadas em outros capítulos",NA
B957,Outros estafilococos como causa de doenças classificadas em outros capítulos,NA
B958,"Estafilococo não especificado, como causa de doenças classificadas em outros capítulos",NA
B960,"Mycoplasma pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos",NA
B961,"Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos",NA
B962,"Escherichia coli [E. Coli], como causa de doenças classificadas em outros capítulos",NA
B963,"Haemophilus influenzae [H. influenzae], como causa de doenças classificadas em outros capítulos",NA
B964,"Proteus (mirabilis) (morganii), como causa de doenças classificadas em outros capítulos",NA
B965,"Pseudomonas (aeruginosa) (mallei) (pseudomallei), como causa de doenças classificadas em outros capítulos",NA
B966,"Bacillus fragilis [B. fragilis], como causa de doenças classificadas em outros capítulos",NA
B967,"Clostridium perfringens [C. perfringens], como causa de doenças classificadas em outros capítulos",NA
B968,"Outros agentes bacterianos especificados, como causa de doenças classificadas em outros capítulos",NA
B970,"Adenovírus, como causa de doenças classificadas em outros capítulos",NA
B971,"Enterovírus, como causa de doenças classificadas em outros capítulos",NA
B972,"Coronavírus, como causa de doenças classificadas em outros capítulos",NA
B973,"Retrovírus, como causa de doenças classificadas em outros capítulos",NA
B974,"Vírus sincicial respiratório, como causa de doenças classificadas em outros capítulos",NA
B975,"Reovírus, como causa de doenças classificadas em outros capítulos",NA
B976,"Parvovírus, como causa de doenças classificadas em outros capítulos",NA
B977,"Papilomavírus, como causa de doenças classificadas em outros capítulos",NA
B978,"Outros agentes virais, como causa de doenças classificadas em outros capítulos",NA
B99,"Doenças infecciosas, outras e as não especificadas",NA
C000,Neoplasia maligna do lábio superior externo,NA
C001,Neoplasia maligna do lábio inferior externo,NA
C002,"Neoplasia maligna do lábio externo, não especificado",NA
C003,"Neoplasia maligna do lábio superior, face interna",NA
C004,"Neoplasia maligna do lábio inferior, face interna",NA
C005,"Neoplasia maligna do lábio, sem especificação, face interna",NA
C006,Neoplasia maligna da comissura labial,NA
C008,Neoplasia maligna do lábio com lesão invasiva,NA
C009,"Neoplasia maligna do lábio, não especificado",NA
C01,Neoplasia maligna da base da língua,NA
C020,Neoplasia maligna da face dorsal da língua,NA
C021,Neoplasia maligna da borda da língua,NA
C022,Neoplasia maligna da face ventral da língua,NA
C023,"Neoplasia maligna de dois terços anteriores da língua, parte não especificada",NA
C024,Neoplasia maligna da amígdala lingual,NA
C028,Neoplasia maligna da língua com lesão invasiva,NA
C029,"Neoplasia maligna da língua, não especificada",NA
C030,Neoplasia maligna da gengiva superior,NA
C031,Neoplasia maligna da gengiva inferior,NA
C039,"Neoplasia maligna da gengiva, não especificada",NA
C040,Neoplasia maligna do assoalho anterior da boca,NA
C041,Neoplasia maligna do assoalho lateral da boca,NA
C048,Neoplasia maligna do assoalho da boca com lesão invasiva,NA
C049,"Neoplasia maligna do assoalho da boca, não especificado",NA
C050,Neoplasia maligna do palato duro,NA
C051,Neoplasia maligna do palato mole,NA
C052,Neoplasia maligna da úvula,NA
C058,Neoplasia maligna do palato com lesão invasiva,NA
C059,"Neoplasia maligna do palato, não especificado",NA
C060,Neoplasia maligna da mucosa oral,NA
C061,Neoplasia maligna do vestíbulo da boca,NA
C062,Neoplasia maligna da área retromolar,NA
C068,Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva,NA
C069,"Neoplasia maligna da boca, não especificada",NA
C07,Neoplasia maligna da glândula parótida,NA
C080,Neoplasia maligna da glândula submandibular,NA
C081,Neoplasia maligna da glândula sublingual,NA
C088,Neoplasia maligna das glândulas salivares maiores com lesão invasiva,NA
C089,"Neoplasia maligna da glândula salivar maior, não especificada",NA
C090,Neoplasia maligna da fossa amigdaliana,NA
C091,Neoplasia maligna do pilar amigdaliano (anterior) (posterior),NA
C098,Neoplasia maligna da amígdala com lesão invasiva,NA
C099,"Neoplasia maligna da amígdala, não especificada",NA
C100,Neoplasia maligna da valécula,NA
C101,Neoplasia maligna da face anterior da epiglote,NA
C102,Neoplasia maligna da parede lateral da orofaringe,NA
C103,Neoplasia maligna da parede posterior da orofaringe,NA
C104,Neoplasia maligna da fenda branquial,NA
C108,Neoplasia maligna da orofaringe com lesão invasiva,NA
C109,"Neoplasia maligna da orofaringe, não especificada",NA
C110,Neoplasia maligna da parede superior da nasofaringe,NA
C111,Neoplasia maligna da parede posterior da nasofaringe,NA
C112,Neoplasia maligna da parede lateral da nasofaringe,NA
C113,Neoplasia maligna da parede anterior da nasofaringe,NA
C118,Neoplasia maligna da nasofaringe com lesão invasiva,NA
C119,"Neoplasia maligna da nasofaringe, não especificada",NA
C12,Neoplasia maligna do seio piriforme,NA
C130,Neoplasia maligna da região pós-cricóidea,NA
C131,"Neoplasia maligna da prega ariepiglótica, face hipofaríngea",NA
C132,Neoplasia maligna da parede posterior da hipofaringe,NA
C138,Neoplasia maligna da hipofaringe com lesão invasiva,NA
C139,"Neoplasia maligna da hipofaringe, não especificada",NA
C140,"Neoplasia maligna da faringe, não especificada",NA
C142,Neoplasia maligna do anel de Waldeyer,NA
C148,"Neoplasia maligna do lábio, cavidade oral e faringe com lesão invasiva",NA
C150,Neoplasia maligna da porção cervical do esôfago (esôfago cervical),NA
C151,Neoplasia maligna da porção torácica do esôfago (esôfago torácico),NA
C152,Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal),NA
C153,Neoplasia maligna do terço superior do esôfago,NA
C154,Neoplasia maligna do terço médio do esôfago,NA
C155,Neoplasia maligna do terço inferior do esôfago,NA
C158,Neoplasia maligna do esôfago com lesão invasiva,NA
C159,"Neoplasia maligna do esôfago, não especificado",NA
C160,Neoplasia maligna da cárdia,NA
C161,Neoplasia maligna do fundo do estômago,NA
C162,Neoplasia maligna do corpo do estômago,NA
C163,Neoplasia maligna do antro pilórico,NA
C164,Neoplasia maligna do piloro,NA
C165,"Neoplasia maligna da pequena curvatura do estômago, não especificada",NA
C166,"Neoplasia maligna da grande curvatura do estômago, não especificada",NA
C168,Neoplasia maligna do estômago com lesão invasiva,NA
C169,"Neoplasia maligna do estômago, não especificado",NA
C170,Neoplasia maligna do duodeno,NA
C171,Neoplasia maligna do jejuno,NA
C172,Neoplasia maligna do íleo,NA
C173,Neoplasia maligna do divertículo de Meckel,NA
C178,Neoplasia maligna do intestino delgado com lesão invasiva,NA
C179,"Neoplasia maligna do intestino delgado, não especificado",NA
C180,Neoplasia maligna do ceco,NA
C181,Neoplasia maligna do apêndice (vermiforme),NA
C182,Neoplasia maligna do cólon ascendente,NA
C183,Neoplasia maligna da flexura (ângulo) hepática(o),NA
C184,Neoplasia maligna do cólon transverso,NA
C185,Neoplasia maligna da flexura (ângulo) esplênica(o),NA
C186,Neoplasia maligna do cólon descendente,NA
C187,Neoplasia maligna do cólon sigmóide,NA
C188,Neoplasia maligna do cólon com lesão invasiva,NA
C189,"Neoplasia maligna do cólon, não especificado",NA
C19,Neoplasia maligna da junção retossigmóide,NA
C20,Neoplasia maligna do reto,NA
C210,"Neoplasia maligna do ânus, não especificado",NA
C211,Neoplasia maligna do canal anal,NA
C212,Neoplasia maligna da zona cloacogênica,NA
C218,"Neoplasia maligna do reto, ânus e do canal anal com lesão invasiva",NA
C220,Carcinoma de células hepáticas,NA
C221,Carcinoma de vias biliares intra-hepáticas,NA
C222,Hepatoblastoma,NA
C223,Angiossarcoma do fígado,NA
C224,Outros sarcomas do fígado,NA
C227,Outros carcinomas especificados do fígado,NA
C229,"Neoplasia maligna do fígado, não especificada",NA
C23,Neoplasia maligna da vesícula biliar,NA
C240,Neoplasia maligna das vias biliares extra-hepáticas,NA
C241,Neoplasia maligna da ampola de Vater,NA
C248,Neoplasia maligna das vias biliares com lesão invasiva,NA
C249,"Neoplasia maligna da via biliar, não especificada",NA
C250,Neoplasia maligna da cabeça do pâncreas,NA
C251,Neoplasia maligna do corpo do pâncreas,NA
C252,Neoplasia maligna da cauda do pâncreas,NA
C253,Neoplasia maligna do canal pancreático,NA
C254,Neoplasia maligna do pâncreas endócrino,NA
C257,Neoplasia maligna de outras partes do pâncreas,NA
C258,Neoplasia maligna do pâncreas com lesão invasiva,NA
C259,"Neoplasia maligna do pâncreas, não especificado",NA
C260,"Neoplasia maligna do trato intestinal, parte não especificada",NA
C261,Neoplasia maligna do baço,NA
C268,Neoplasia maligna do aparelho digestivo com lesão invasiva,NA
C269,Neoplasia maligna de localizações mal definidas dentro do aparelho digestivo,NA
C300,Neoplasia maligna da cavidade nasal,NA
C301,Neoplasia maligna do ouvido médio,NA
C310,Neoplasia maligna do seio maxilar,NA
C311,Neoplasia maligna do seio etmoidal,NA
C312,Neoplasia maligna do seio frontal,NA
C313,Neoplasia maligna do seio esfenoidal,NA
C318,Neoplasia maligna dos seios da face com lesão invasiva,NA
C319,"Neoplasia maligna do seio da face, não especificado",NA
C320,Neoplasia maligna da glote,NA
C321,Neoplasia maligna da região supraglótica,NA
C322,Neoplasia maligna da região subglótica,NA
C323,Neoplasia maligna das cartilagens da laringe,NA
C328,Neoplasia maligna da laringe com lesão invasiva,NA
C329,"Neoplasia maligna da laringe, não especificada",NA
